User,User id,User description,location,time zone,user language,followers count,user follows count,tweet count,profile created,default profile img,user verified,tweet text,tweet id,tweeted at,favorite count,retweeted,retweet count,language,geo,hashtags,urls
Sunny,40227558,I am not wealthy. just a ordinary person . Who can I trust... honest is kind of wisdom..--- Democrat...,"New York, NY",Eastern Time (US & Canada),en,295,1146,87796,Fri May 15 12:16:39 +0000 2009,False,False,"My thoughts I am guessing. It @maddow phrase and @mmfa know, Why Ted Cruz, Trump not acting grown up for running a president",727601248262885376,Tue May 03 20:50:30 +0000 2016,0,False,0,en,,[],[]
Chris,472286193,"Im opinionated but at least I have 1 &... oh, you are entitled to it!  ;•)  A @stephenlewisfdn fan
 #sarcasm #MS  #Welland girl #HamOn #Glanbrook",#HamOnt,London,en,3691,4001,256551,Mon Jan 23 19:59:35 +0000 2012,False,False,RT @stephen_taylor: The conspiracist-in-chief: The craziest tales peddled by Donald Trump https://t.co/oSdyDF7Ooo,727601248095096833,Tue May 03 20:50:30 +0000 2016,0,False,2,en,,[],"[{u'url': u'https://t.co/oSdyDF7Ooo', u'indices': [90, 113], u'expanded_url': u'http://newshubnation.com/4JuRTgfbZ/The-conspiracist-in-chief-The-craziest-tales-peddled-by-Donald-Trump', u'display_url': u'newshubnation.com/4JuRTgfbZ/The-\u2026'}]"
Alejandro Llerena,543650069,#14 RE2SPECT ⚾,,Mexico City,en,420,339,17886,Mon Apr 02 19:00:33 +0000 2012,False,False,RT @girlposts: OBAMA DRAGGED DONALD TRUMP! I LOVE THIS MAN 😂😭 https://t.co/Ot41yUu8R6,727601247428218880,Tue May 03 20:50:30 +0000 2016,0,False,17640,en,,[],"[{u'url': u'https://t.co/Ot41yUu8R6', u'indices': [62, 85], u'expanded_url': u'https://amp.twimg.com/v/b994b5bd-2b44-4a42-a8bf-d0cf8c3a0527', u'display_url': u'amp.twimg.com/v/b994b5bd-2b4\u2026'}]"
Teddy Nugun,713694677657075714,,,,en,42,121,318,Sat Mar 26 11:50:45 +0000 2016,False,False,"RT @OhReally22: @FoxNews

 Cruz really needs to read the transcript of what Trump said, JFK and assassination wasn't mentioned, Ted is a Li…",727601247046537216,Tue May 03 20:50:30 +0000 2016,0,False,1,en,,[],[]
Rambling Mother,20628670,Conservative Tea-Party Type; #EndCommonCoreNow; #tcot; #ccot; #tlot,somewhere south,Central Time (US & Canada),en,1933,1542,60328,Wed Feb 11 21:14:56 +0000 2009,False,False,"""PROTESTERS FOR TRUMP: “I think it’s going to get worse if he gets the nomination and is the fro…"" https://t.co/2vaEDDIgEL",727601246694211584,Tue May 03 20:50:30 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/2vaEDDIgEL', u'indices': [99, 122], u'expanded_url': u'http://pjmedia.com/instapundit/232900/', u'display_url': u'pjmedia.com/instapundit/23\u2026'}]"
Captain Hook,3403716424,,,,en,241,185,16677,Wed Aug 05 03:21:13 +0000 2015,False,False,@MSNBC @SteveKornacki America doesn't need two progressive parties. Trump will be the death nail in the RNC's coffin.,727601246505406465,Tue May 03 20:50:30 +0000 2016,0,False,0,en,,[],[]
Joe Hokie,2612746873,Trump 2016. 2A. Waiting on the Rapture. Hokies. Proud Vet. I Stand With Israel✡,Heaven Bound!,,en,2410,2246,14198,Wed Jul 09 01:37:33 +0000 2014,False,False,"RT @WeNeedTrump: All I have to say is, it's not a race anymore. The people have spoken and we want Donald Trump. #Trump2016 https://t.co/3t…",727601246467698690,Tue May 03 20:50:29 +0000 2016,0,False,110,en,,"[{u'indices': [113, 123], u'text': u'Trump2016'}]",[]
Scott Browne,3042271903,Father. Lover of humanity. History major. Long-suffering Mariners fan. Got more soul than a sock with a hole.,Washington State,Pacific Time (US & Canada),en,56,243,1240,Thu Feb 26 03:17:19 +0000 2015,False,False,"RT @JohnDingell: I'd compare the Trump-Cruz nomination battle to two children fighting over a broken toy, but that would be incredibly offe…",727601246022946816,Tue May 03 20:50:29 +0000 2016,0,False,163,en,,[],[]
Coach ''T'' Smith,3003761867,"Sport specific, player development, sport combine, plyometric's and performance training, Is all I do..",Florida,America/New_York,en,262,652,750,Wed Jan 28 19:37:02 +0000 2015,False,False,RT @RogerKelly18: German league running back Donald Russell headed to NY Giants mini camp. https://t.co/yI1IO4iaQz https://t.co/eEsJwgEQgX,727601245104447488,Tue May 03 20:50:29 +0000 2016,0,False,2,en,,[],"[{u'url': u'https://t.co/yI1IO4iaQz', u'indices': [91, 114], u'expanded_url': u'http://www.americanfootballinternational.com/dresdens-donald-russell-invited-ny-giants/', u'display_url': u'americanfootballinternational.com/dresdens-donal\u2026'}]"
Emanuel lopes,4658350874,,,,en,147,359,1226,Sun Dec 27 01:01:22 +0000 2015,False,False,RT @EricTrump: Friends who voted today?! How are we looking in Indiana! #Trump2016 #MakeAmericaGreatAgain 🚂💨🇺🇸🇺🇸 https://t.co/Rbx01s01FX,727601244563451904,Tue May 03 20:50:29 +0000 2016,0,False,259,en,,"[{u'indices': [72, 82], u'text': u'Trump2016'}, {u'indices': [83, 105], u'text': u'MakeAmericaGreatAgain'}]",[]
ErnestusGerick,715469608744976385,"If you don't drive your business, you will be driven out of business. B. C. Forbes","Illinois, USA",,en,22,40,10690,Thu Mar 31 09:23:42 +0000 2016,False,False,DC GOP removes delegate who preferred Clinton to Trump https://t.co/jeMenDgpY3,727601244060168192,Tue May 03 20:50:29 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/jeMenDgpY3', u'indices': [55, 78], u'expanded_url': u'http://ift.tt/1UwNBRw', u'display_url': u'ift.tt/1UwNBRw'}]"
Kathy Schumacher,2890103754,"Jesus Follower, Colonial Ancestry #DAR,praying for my country,working for a better tomorrow for my grand children.#haction CARSON",,Pacific Time (US & Canada),en,1023,1057,22111,Tue Nov 04 22:18:50 +0000 2014,False,False,"RT @slone: HUGE Republican turnout which usually benefits Trump. Hamilton County, Kasich territory is ALL TRUMP TRUMP TRUMP! https://t.co/k…",727601243883855872,Tue May 03 20:50:29 +0000 2016,0,False,11,en,,[],"[{u'url': u'https://t.co/kw4Rbx0wOq', u'indices': [125, 140], u'expanded_url': u'https://twitter.com/SototG/status/727598646338822145', u'display_url': u'twitter.com/SototG/status/\u2026'}]"
Jay Cost,550708707,"Less jibber-jabber, more kneeling!",,Eastern Time (US & Canada),en,17974,283,24588,Wed Apr 11 02:21:07 +0000 2012,False,False,"RT @MarcACaputo: Wow. When Trump went grassy knoll on Cruz, The Fox &amp; Friends crew just nods, enables and doesn't question https://t.co/OVJ…",727601242994806785,Tue May 03 20:50:29 +0000 2016,0,False,8,en,,[],"[{u'url': u'https://t.co/OVJsvZT3ZU', u'indices': [127, 144], u'expanded_url': u'http://bit.ly/1TJAydb', u'display_url': u'bit.ly/1TJAydb'}]"
Oh boy Go Trump!,4055906223,"Churchill's famous line, “Islam is as dangerous in a man as rabies in a dog.”",Go Trump!,,en,3323,4995,46986,Tue Oct 27 20:58:08 +0000 2015,False,False,RT @USAforTrump2016: Billionaire Owner of the New England Patriots Robert Kraft has endorsed Donald Trump! #TeamTrump #Trump2016 https://t.…,727601242931744768,Tue May 03 20:50:29 +0000 2016,0,False,139,en,,"[{u'indices': [107, 117], u'text': u'TeamTrump'}, {u'indices': [118, 128], u'text': u'Trump2016'}]",[]
Hannes Hanath,4099926287,Probably not following you,Berlin ,,de,366,160,23563,Mon Nov 02 21:14:39 +0000 2015,False,False,RT @Ez4u2say_Janis: Donald Trump is too gullible to be president https://t.co/wQjgpRMWmF via @voxdotcom,727601242747371524,Tue May 03 20:50:29 +0000 2016,0,False,1,en,,[],"[{u'url': u'https://t.co/wQjgpRMWmF', u'indices': [65, 88], u'expanded_url': u'http://www.vox.com/2016/3/15/11225128/donald-trump-gullible-internet?utm_campaign=vox&utm_content=article%3Afixed&utm_medium=social&utm_source=twitter', u'display_url': u'vox.com/2016/3/15/1122\u2026'}]"
ginette Lefebvre,404463989,Just because I am there for all doesn't mean you can take me for granted......,canada,Eastern Time (US & Canada),fr,2058,1669,47930,Thu Nov 03 23:37:01 +0000 2011,False,False,"RT @ChristieC733: Lynne Patton:
""The Trump Family That I Know"" 

- A Black Female Trump Executive Speaks

🎥 https://t.co/vD2fGTjSSM https:/…",727601242743181312,Tue May 03 20:50:29 +0000 2016,0,False,347,en,,[],"[{u'url': u'https://t.co/vD2fGTjSSM', u'indices': [108, 131], u'expanded_url': u'https://www.youtube.com/embed/lxaKUo5naoY', u'display_url': u'youtube.com/embed/lxaKUo5n\u2026'}]"
Nataila,704001090585554944,,,,en,573,1171,11727,Sun Feb 28 17:51:54 +0000 2016,False,False,RT @Kianeira: @LindaSuhler @residentfFL I voted for #Trump this morning as soon as polls opened&amp;was home by 6:20 a.m. So excited!! https://…,727601242529275904,Tue May 03 20:50:29 +0000 2016,0,False,125,en,,"[{u'indices': [52, 58], u'text': u'Trump'}]",[]
vanessa,611463006,LHS'16• TWU'20,"not beverly hills, TX",Central Time (US & Canada),en,519,378,67043,Mon Jun 18 04:31:24 +0000 2012,False,False,"RT @taygogo: The talk amongst lil ones at my school is that, ""Donald Trump wants to send all the Mexican and Somali families away.""",727601242399084544,Tue May 03 20:50:29 +0000 2016,0,False,160,en,,[],[]
Shari Simpson,4499929093,#Christian #HappilyMarried #Vets #StrongMilitary #SecureTheBorder #BlueLivesMatter #1A #2A #Pro-Israel #Trump2016  I love kitty cats!!!❗️Please no lists.❗️,,,en,275,160,4625,Tue Dec 08 19:43:40 +0000 2015,False,False,".@realDonaldTrump  ""Trump talks about building a wall, we are the wall right now.""  Interesting read. https://t.co/FsJJETyb77",727601242323607552,Tue May 03 20:50:29 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/FsJJETyb77', u'indices': [102, 125], u'expanded_url': u'https://twitter.com/drewwyatt/status/727599321366069248', u'display_url': u'twitter.com/drewwyatt/stat\u2026'}]"
dnthreethousand,2774370891,,,,en-gb,15,80,34,Thu Sep 18 09:44:23 +0000 2014,False,False,@PublicBenjamin Imagine the horror of a Boris/Trump axis. Time to move to Mars Quaid.,727601242017533955,Tue May 03 20:50:28 +0000 2016,0,False,0,en,,[],[]
KnownAsJessie,49803971,"Christian, Mother, Patriot. Texan by choice.
Clicking the ruby slippers, hoping to wake up in America. This is in-between-time: Let's choose to go home.","Texas, USA",Central Time (US & Canada),en,1315,1259,18265,Mon Jun 22 23:14:43 +0000 2009,False,False,RT @jjmart50: @JessicaSandu @trump2016fan Cruz is for the constitution which limits power. Trump is for himself. He uses his money to buy p…,727601241845456896,Tue May 03 20:50:28 +0000 2016,0,False,1,en,,[],[]
Darlene,385220442,"Lover of Dachshunds, Trader, Entrepeneur, & Christian. In all things God works for the good of those who love him. Rom 8:28 I love the Lord.  Trump has my vote!",,,en,898,831,9265,Wed Oct 05 03:01:21 +0000 2011,False,False,"RT @DanScavino: Corey Lewandowski joins Chris Cuomo on New Day via CNN. #INPrimary 
#Trump2016 #TrumpTrain #MakeAmericaGreatAgain https://t…",727601241765744641,Tue May 03 20:50:28 +0000 2016,0,False,310,en,,"[{u'indices': [72, 82], u'text': u'INPrimary'}, {u'indices': [84, 94], u'text': u'Trump2016'}, {u'indices': [95, 106], u'text': u'TrumpTrain'}, {u'indices': [107, 129], u'text': u'MakeAmericaGreatAgain'}]","[{u'url': u'https://t.co/xQPx83zb7P', u'indices': [139, 140], u'expanded_url': u'http://www.snappytv.com/tc/1842145', u'display_url': u'snappytv.com/tc/1842145'}]"
karenholewa,3368649063,"Jesus is son of God I stand with Israel, love my country pro life, pro guns a dog groomer for 35 Scuba, Horses, banCommoncore, banIslam,
Love Trump","Tucson, AZ",,en,1263,1435,17254,Fri Jul 10 04:15:32 +0000 2015,False,False,"RT @bridalshop3: @KimMoor20918476 if Cruz can't stand the pressure of Trump, How can he stand the pressure of being President?",727601241337925632,Tue May 03 20:50:28 +0000 2016,0,False,2,en,,[],[]
Eli Fine,874697101,Libertarian. #NeverTrump.,Boston,Atlantic Time (Canada),en,265,1715,2099,Fri Oct 12 01:29:26 +0000 2012,False,False,RT @benshapiro: Trump: It's time to unify the party. Let me start by accusing my main rival's dad of murdering JFK. Now your turn.,727601240666968065,Tue May 03 20:50:28 +0000 2016,0,False,1215,en,,[],[]
papiii chulo,445215455,"just a city boi, with a hippies perspective on lyfe.",oh high oh ,,en,691,70,13260,Sat Dec 24 04:33:08 +0000 2011,False,False,"I love how trump wants to now spill the beans, bc he's no longer benefiting from the plan he once was behind. Haha https://t.co/guyW0LearL",727601240566337536,Tue May 03 20:50:28 +0000 2016,0,False,0,en,,[],[]
Itiswild,50231011,Throwing out thoughts and ideas about the NY Yankees & Politics; not afraid of controversy,The West,Pacific Time (US & Canada),en,355,1009,5249,Wed Jun 24 06:06:57 +0000 2009,False,False,"@benshapiro trump is better than Hillary who stood with Arafat and Sharpton, bigots..",727601240331325440,Tue May 03 20:50:28 +0000 2016,0,False,0,en,,[],[]
Des,250153883,My dogs are big #BTFD ⬇,PHX,Pacific Time (US & Canada),en,807,919,30273,Thu Feb 10 14:47:46 +0000 2011,False,False,"RT @JennyJohnsonHi5: I love how happy Trump is to get Bobby Knight's endorsement, bet they celebrated by shouting curse words and throwing…",727601239920283648,Tue May 03 20:50:28 +0000 2016,0,False,16,en,,[],[]
Anna,4924184561,"Republicans believe every day is 4th of July, democrats believe every day is April 15. Wife of AF Vet, Dau.of Army Vet, Sister of Army, Air Force, & Marine Vets","Ohio, USA",Eastern Time (US & Canada),en,186,196,392,Wed Feb 17 15:27:22 +0000 2016,False,False,"@ChuckNellis Trump said September, “Let Syria and ISIS fight. Why do we care?."" let Russia, they’re in Syria already, let them fight ISIS.”",727601239635177472,Tue May 03 20:50:28 +0000 2016,0,False,0,en,,[],[]
Andrew McHenry,40340019,"Cong Pastor, husband, former prison chaplain, rail advocate, bass player, vegetarian; Royals, KU, ESU, prog rock fan. Retweets/shares aren't endorsements.","Emporia, Kansas",Central Time (US & Canada),en,550,681,8861,Fri May 15 21:37:50 +0000 2009,False,False,Republicans have a massive electoral map problem that has nothing to do with Donald Trump https://t.co/k3ehkT1EZj,727601239576338432,Tue May 03 20:50:28 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/k3ehkT1EZj', u'indices': [90, 113], u'expanded_url': u'http://wpo.st/845Y1', u'display_url': u'wpo.st/845Y1'}]"
cwrujd,17559997,,,Eastern Time (US & Canada),en,169,684,7854,Sat Nov 22 17:29:30 +0000 2008,False,False,RT @Bipartisanism: Trump Turns Deer In Headlights Live On CNN After Being Asked A Simple Question (VIDEO) https://t.co/ozlq396gnd https://t…,727601239240777728,Tue May 03 20:50:28 +0000 2016,0,False,4,en,,[],"[{u'url': u'https://t.co/ozlq396gnd', u'indices': [106, 129], u'expanded_url': u'http://bipartisan.report/2016/05/03/trump-turns-deer-in-headlights-live-on-cnn-after-being-asked-a-simple-question-video/', u'display_url': u'bipartisan.report/2016/05/03/tru\u2026'}]"
Colleen Gourd,413541046,,"Tennessee, USA",,en,253,60,12088,Wed Nov 16 00:40:21 +0000 2011,False,False,"RT @alta247: @Wisdom2Masses @DavidLimbaugh It's amazing people support Cruz when he blatantly lies about himself, his wife, finances &amp; Trum…",727601430517960705,Tue May 03 20:51:13 +0000 2016,0,False,2,en,,[],[]
Brenda Rutledge,705427701461483521,,"Boise, ID",,en,414,385,6193,Thu Mar 03 16:20:45 +0000 2016,False,False,"RT @RavenHUWolf: Throughout history, there's been men who stood up, spoke out &amp; fought for #America. Today, #Trump does exactly that!
https…",727601430396162048,Tue May 03 20:51:13 +0000 2016,0,False,13,en,,"[{u'indices': [95, 103], u'text': u'America'}, {u'indices': [112, 118], u'text': u'Trump'}]","[{u'url': u'https://t.co/WSDtMOEku5', u'indices': [143, 144], u'expanded_url': u'https://amp.twimg.com/v/1f0e3470-f030-47fc-8066-5c73447e2858', u'display_url': u'amp.twimg.com/v/1f0e3470-f03\u2026'}]"
FreethinkingLatina,305736905,Part of the Working Class so that Welfare is there for the rest! Christian/Catholic/Free Minority - CLEANING UP THE #GOP #CruzCrew,South FL,Eastern Time (US & Canada),en,3375,4201,92495,Thu May 26 18:28:24 +0000 2011,False,False,RT @BradThor: Trump appears fundamentally unable to distinguish between credible sources and chain e-mails https://t.co/g7A6woYPDy https://…,727601430119497728,Tue May 03 20:51:13 +0000 2016,0,False,69,en,,[],"[{u'url': u'https://t.co/g7A6woYPDy', u'indices': [107, 130], u'expanded_url': u'http://www.msnbc.com/msnbc/donald-trump-obsessed-race-baiting-conspiracy-theories', u'display_url': u'msnbc.com/msnbc/donald-t\u2026'}]"
snowdogg420,21637661,,East Coast,Eastern Time (US & Canada),en,979,955,8162,Mon Feb 23 07:10:07 +0000 2009,False,False,"i have a secret facebook page and its entire feed is 2 groups, 1 is pro trump and 1 is pro bernie. you wouldn't believe the things i've seen",727601429448372227,Tue May 03 20:51:13 +0000 2016,0,False,0,en,,[],[]
Tina Bean Seminerio,64104957,,,,en,78,257,821,Sun Aug 09 03:45:55 +0000 2009,True,False,RT @shotwave: Love it. Fox News just let him spew this morning. https://t.co/gstoYkTcwB,727601429381296128,Tue May 03 20:51:13 +0000 2016,0,False,5,en,,[],"[{u'url': u'https://t.co/gstoYkTcwB', u'indices': [64, 87], u'expanded_url': u'http://fb.me/12pM2cUVX', u'display_url': u'fb.me/12pM2cUVX'}]"
robert locklear,91237627,Retired USAF/Constitution/Conservative/Native American Red Skin,"Raleigh, NC",Eastern Time (US & Canada),en,2628,5001,11380,Fri Nov 20 01:12:17 +0000 2009,False,False,RT @di8285502: @WeNeedTrump @america_trump Crooked-Lyin'  Hillary https://t.co/rf1qSW9ZYk,727601429251301376,Tue May 03 20:51:13 +0000 2016,0,False,1,en,,[],[]
Jeneba Jalloh Ghatt,136161105,Thinker| Attny| TechYaya | Tech Inclusion Advocate WhiteHouse BloggersSummit| @Cision Top50 #ContentMarketing &Top50 RichMedia Influencer Jenebaspeaks(at)gmail,Washington DC ,Eastern Time (US & Canada),en,4095,1704,56823,Fri Apr 23 05:18:04 +0000 2010,False,False,"Now it's out there, I see Trump supporters sharing that poster all over to justify xenophobic fears. No wonder Klan leaders endorse him. 😷",727601429221769216,Tue May 03 20:51:13 +0000 2016,0,False,0,en,,[],[]
proudRWNJ,3906120200,Proud American #RetiredVeteran #termlimits #concealedcarry #TeaParty #RealConservative #NeverTrump I will block if you do not know policy of your candidate.,"Minnesota, USA",,en,294,406,13272,Thu Oct 15 19:58:31 +0000 2015,False,False,"RT @MarcACaputo: Wow. When Trump went grassy knoll on Cruz, The Fox &amp; Friends crew just nods, enables and doesn't question https://t.co/OVJ…",727601429150490625,Tue May 03 20:51:13 +0000 2016,0,False,11,en,,[],"[{u'url': u'https://t.co/OVJsvZT3ZU', u'indices': [127, 144], u'expanded_url': u'http://bit.ly/1TJAydb', u'display_url': u'bit.ly/1TJAydb'}]"
